dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
0.36883,10,6,806,268,40.669143,15747.09277,4858.606934,2,1,34.859,62.37,1673.796908,77.592484,255,2123576125,1574784475,255,0.0808,0.056975,0.023825,81,45,1,0,1,1,2,1,1,1,0,0,1,1,1,0,Exploits,1
0.319022,6,2,998,86,21.94206,20863.76563,1078.295532,2,1,63.8044,0.008,4003.277346,0.0,255,2740609984,3114478444,255,0.280468,0.06101,0.219458,166,43,0,0,4,3,4,4,1,4,0,0,0,4,4,0,Normal,0
0.342598,10,6,636,268,43.783094,13380.11328,5230.620117,2,1,33.831222,55.706199,1892.409426,80.054617,255,4009878556,2178309825,255,0.143245,0.064057,0.079188,64,45,0,0,6,1,3,3,2,5,0,0,0,4,5,0,Normal,0
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,23,23,23,28,0,0,0,23,28,0,Generic,1
0.080027,84,86,4862,79882,2111.787295,480337.9063,7892736.5,7,36,0.960108,0.935788,0.0,58.284158,255,510320841,2664366476,255,0.000628,0.000481,0.000147,58,929,0,0,8,0,1,1,1,1,0,0,0,2,6,0,Normal,0
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,4,3,3,3,0,0,0,3,11,0,Generic,1
8e-06,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,12,7,0,DoS,1
0.017938,48,50,2974,33374,5407.515009,1299141.5,14586688.0,7,18,0.375319,0.353755,20.941993,20.077884,255,2407855473,2408154489,255,0.000748,0.000592,0.000156,62,667,0,0,6,0,2,1,1,2,0,0,0,5,15,0,Normal,0
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,25,25,25,25,0,0,0,25,25,0,Generic,1
0.001072,2,2,130,162,2798.507427,485074.625,604477.625,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,2,1,1,1,0,0,0,5,1,0,Normal,0
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,21,20,20,41,0,0,0,21,38,0,Generic,1
0.736657,10,8,564,354,23.077225,5516.814453,3366.559814,2,1,77.500556,98.996289,5914.744156,136.064766,255,1534814368,1189632698,255,0.061245,0.043674,0.017571,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,3,3,3,3,0,0,0,3,14,0,Generic,1
0.676748,16,12,912,694,39.896684,10107.16016,7530.129395,5,4,42.741866,57.06991,2172.679196,68.92307,255,2051125703,4161684775,255,0.093603,0.048968,0.044635,57,58,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Fuzzers,1
7e-06,2,0,114,0,142857.1409,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,6,6,3,6,0,0,0,6,7,0,Generic,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,Generic,1
1.847653,34,22,19705,1798,29.767494,82812.08594,7434.296387,14,8,55.958513,83.755813,3324.779677,90.483148,255,3896287269,2230323872,255,0.122071,0.088774,0.033297,580,82,0,0,1,1,2,1,1,1,0,0,0,2,1,0,DoS,1
1.1e-05,2,0,180,0,166666.6608,119999992.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,14,2,14,14,14,14,0,0,0,15,14,0,Exploits,1
0.094838,100,100,14512,17134,2098.315003,1211919.25,1430903.25,22,32,0.95796,0.95998,137.01191,139.926205,255,3837859843,1692787711,255,0.000781,0.000624,0.000157,145,171,0,0,1,0,1,1,1,1,0,0,0,2,1,0,Normal,0
0.87947,14,16,790,902,32.974405,6676.748535,7695.543945,4,5,67.651538,54.165866,3985.378657,3254.523225,255,652331040,1026784158,255,0.096074,0.056575,0.039499,56,56,0,0,5,1,1,1,1,5,0,0,0,2,5,0,Normal,0
0.981987,10,10,858,1376,19.348525,6297.435547,10093.82031,2,2,109.002667,94.310781,6351.658581,152.285375,255,98436751,380651724,255,0.227116,0.133181,0.093935,86,138,1,224,1,1,1,1,1,1,0,0,1,1,1,0,Normal,0
0.667227,10,8,564,354,25.478584,6090.880371,3716.875732,2,1,74.136333,94.291711,5479.754349,136.589687,255,717447585,321872709,255,0.050702,0.006503,0.044199,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,25,25,25,43,0,0,0,25,43,0,Generic,1
0.018429,16,18,1540,1644,1790.656038,626838.125,674154.875,4,4,1.207267,1.056823,73.017552,2.167677,255,1341402981,1345996030,255,0.000584,0.00046,0.000124,96,91,0,0,13,0,7,6,1,6,0,0,0,13,8,0,Normal,0
8e-06,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,Exploits,1
1.1e-05,2,0,200,0,90909.0902,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,6,4,4,5,0,0,0,5,14,0,Exploits,1
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,7,7,4,7,0,0,0,9,12,0,Generic,1
0.373962,10,8,774,1120,45.459166,14910.60645,20964.69727,2,2,41.551333,46.55443,2052.58674,59.156766,255,2907688688,1797386536,255,0.085981,0.047386,0.038595,77,140,1,161,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
5e-06,2,0,1106,0,200000.0051,884800000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,553,0,0,0,7,2,3,3,1,7,0,0,0,3,7,0,Normal,0
0.670109,10,8,534,354,25.369008,5742.349609,3700.890625,2,1,74.319,86.478,4853.416695,137.551312,255,2195352498,1363399050,255,0.13652,0.064754,0.071766,53,44,0,0,4,1,3,3,3,4,0,0,0,3,4,0,Normal,0
1.1e-05,2,0,1064,0,90909.0902,386909088.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,40,2,6,6,1,40,0,0,0,6,40,0,Normal,0
0.977954,10,8,806,1144,17.383231,5938.929688,8188.524414,2,2,108.661556,121.338141,6763.039238,255.002391,255,1963996161,366788309,255,0.197781,0.115239,0.082542,81,143,1,170,3,1,2,2,1,3,0,0,1,2,3,0,Normal,0
1e-05,2,0,104,0,100000.0025,41600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,1,1,1,2,0,0,0,2,2,0,Normal,0
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,11,11,6,38,0,0,0,11,38,0,Generic,1
0.68168,8,8,364,532,22.004459,3743.691895,5468.841309,1,2,97.382859,90.078859,7001.259371,198.637438,255,1692667506,3945359455,255,0.091015,0.045344,0.045671,46,67,0,0,1,1,2,1,1,2,0,0,0,3,1,0,Exploits,1
9e-06,2,0,90,0,111111.1072,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,1,6,1,1,1,1,0,0,0,1,1,0,Normal,0
0.147671,91,159,5644,188549,1686.180776,302401.9688,10150348.0,10,68,1.640789,0.92838,95.060885,57.3696,255,3599661579,1458303568,255,0.000645,0.000502,0.000143,62,1186,0,0,7,0,4,1,1,2,0,0,0,4,7,0,Normal,0
7e-06,2,0,168,0,142857.1409,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,3,1,1,1,0,0,0,2,10,0,Reconnaissance,1
5e-06,2,0,200,0,200000.0051,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,2,2,6,0,0,0,2,6,0,Fuzzers,1
0.061962,84,86,4862,77276,2727.478087,620380.25,9861270.0,7,36,0.751646,0.721412,43.190479,42.376999,255,3056273168,3087784531,255,0.00075,0.000632,0.000118,58,899,0,0,1,0,6,1,1,2,0,0,0,2,12,0,Normal,0
0.226467,6,2,998,86,30.909581,29390.5957,1518.985107,2,1,45.2934,0.002,2575.481847,0.0,255,903507720,3087876591,255,0.174607,0.09707,0.077537,166,43,0,0,8,3,1,1,1,8,0,0,0,1,8,0,Normal,0
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,35,35,22,35,0,0,0,35,35,0,Generic,1
0.241125,24,24,4568,2768,194.919645,145252.4531,88020.73438,7,7,10.468217,10.459479,763.218771,21.606137,255,2606261920,464057987,255,0.000663,0.000553,0.00011,190,115,0,0,18,0,5,1,1,4,0,0,0,10,12,0,Normal,0
1.1e-05,2,0,1064,0,90909.0902,386909088.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,4,2,3,3,1,4,0,0,0,3,4,0,Normal,0
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,9,9,9,9,0,0,0,9,9,0,Generic,1
1e-06,2,0,200,0,200000.0051,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,21,2,4,4,4,4,0,0,0,6,16,0,Fuzzers,1
5e-06,2,0,200,0,200000.0051,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,1,1,5,0,0,0,1,5,0,Reconnaissance,1
0.228163,10,6,484,268,65.742472,15287.31641,7854.03418,2,1,24.139,38.615199,1218.55925,59.823266,255,1094206567,677963671,255,0.07093,0.035079,0.035851,48,45,0,0,13,1,4,3,1,4,0,0,0,4,13,0,Fuzzers,1
1.288391,12,10,994,854,16.2994,5662.877441,4774.948242,3,2,111.535183,133.601219,6275.368711,202.5075,255,3968648885,2684068814,255,0.18181,0.085969,0.095841,83,85,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,4,4,3,4,0,0,0,4,18,0,Generic,1
1.038392,10,8,994,354,16.371467,6895.276855,2388.308105,2,1,100.920111,136.268719,5841.578494,212.832531,255,1749804132,3521875820,255,0.212249,0.084508,0.127741,99,44,0,0,3,1,1,1,1,1,0,0,0,3,2,0,Normal,0
1.062629,52,54,2934,3742,98.811534,21667.01758,27652.17188,11,15,20.829569,20.03951,1847.830214,64.542738,255,4211162857,4212179508,255,0.000713,0.000531,0.000182,56,69,0,0,1,0,4,1,1,2,1,1,0,3,1,0,Normal,0
1.025111,58,24,53690,1892,79.015836,411779.8125,14156.5166,26,8,17.984404,43.955871,1362.873779,52.060445,255,702291374,2795485467,255,0.075112,0.013437,0.061675,926,79,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.014955,34,36,2230,13288,4613.841518,1158141.125,6910866.0,7,11,0.443333,0.409514,28.965963,27.433513,255,1660251701,1660573909,255,0.000755,0.00062,0.000135,66,369,0,0,3,0,3,1,1,1,0,0,0,4,8,0,Normal,0
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,45,2,43,43,25,45,0,0,0,43,45,0,Generic,1
0.246691,10,8,784,1786,68.91212,22895.03906,50686.89063,2,2,27.410111,31.316143,1449.390347,54.72907,255,3385477274,804302755,255,0.060603,0.01442,0.046183,78,223,1,475,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
1.2e-05,2,0,1536,0,83333.33039,511999968.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,768,0,0,0,8,2,2,2,1,2,0,0,0,3,7,0,Fuzzers,1
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,4,4,4,4,0,0,0,4,15,0,Generic,1
7e-06,2,0,200,0,142857.1409,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,5,5,5,5,0,0,0,5,13,0,Exploits,1
0.672791,70,60,12472,12716,191.738592,146185.0625,148694.0156,17,17,9.750594,11.390221,653.412926,704.905494,255,3308394706,1159131173,255,0.000792,0.000638,0.000154,178,212,0,0,1,0,3,1,1,2,0,0,0,4,1,0,Normal,0
6e-06,2,0,114,0,166666.6608,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,4,4,4,39,0,0,0,4,39,0,Generic,1
0.003827,14,8,8928,424,5487.326835,17331592.0,775542.1875,4,1,0.294385,0.445429,18.066332,1.080869,255,3602681042,3614012394,255,0.000635,0.000505,0.00013,638,53,0,0,6,0,6,1,1,4,0,0,0,6,3,0,Normal,0
1.179936,22,22,1166,1606,36.442653,7546.171875,10393.7832,7,9,56.18743,55.697714,3035.385259,3734.610522,255,1405353581,2605103662,255,0.054259,0.00697,0.047289,53,73,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits,1
0.35409,52,42,37228,3380,262.645086,824942.8125,74557.3125,18,8,6.935196,8.622805,702.522578,23.476008,255,3721000854,1577121604,255,0.000665,0.000544,0.000121,716,80,0,0,1,0,3,1,1,1,0,0,0,4,1,0,Normal,0
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,4,4,4,4,0,0,0,4,12,0,Generic,1
0.736147,10,6,2516,268,20.376365,24614.65039,2434.296387,2,1,79.412889,125.471797,4165.834042,212.328625,255,882737238,2630534326,255,0.180765,0.108785,0.07198,252,45,0,0,9,1,1,1,1,2,0,0,0,4,3,0,Normal,0
0.680496,10,8,822,1086,24.981779,8699.537109,11180.08106,2,2,75.610667,82.886141,4511.942605,130.126328,255,713022055,2379222154,255,0.146905,0.075053,0.071852,82,136,1,136,3,1,1,1,1,3,0,0,1,1,3,0,Normal,0
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,47,2,43,43,25,47,0,0,0,43,47,0,Generic,1
0.011046,36,38,2334,16290,6608.727246,1644034.125,11487960.0,7,12,0.315471,0.281784,19.237692,17.270737,255,522668410,2668369881,255,0.000735,0.00061,0.000125,65,429,0,0,19,0,3,1,1,1,0,0,0,3,10,0,Normal,0
5e-06,2,0,200,0,200000.0051,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,Analysis,1
4e-06,2,0,2058,0,250000.0006,2058000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1029,0,0,0,4,2,3,3,1,4,0,0,0,3,4,0,Normal,0
0.98514,10,8,738,354,17.25643,5400.247559,2517.408691,2,1,100.821556,128.97343,5320.401969,218.854969,255,4265054092,1189357016,255,0.17944,0.082325,0.097115,74,44,0,0,4,1,1,1,1,5,0,0,0,1,5,0,Normal,0
1.816876,10,8,564,354,9.35672,2236.806396,1364.980347,2,1,192.952222,240.933859,12881.83681,340.200656,255,3673132650,89328030,255,0.210004,0.130334,0.07967,56,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,3,3,3,3,0,0,0,3,13,0,Generic,1
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,3,3,3,3,0,0,0,3,14,0,Generic,1
0.817819,10,8,810,1310,20.786996,7131.162109,11220.08691,2,2,90.868778,97.401,4717.942001,169.485953,255,1180380153,3958924848,255,0.175792,0.135276,0.040516,81,164,1,253,2,1,1,1,1,2,0,0,1,1,2,0,Normal,0
0.279499,10,8,812,1320,60.823117,20923.15234,33059.15234,2,2,31.055444,37.257285,1611.643445,56.553555,255,201251311,804516384,255,0.053155,0.00683,0.046325,81,165,1,254,2,1,1,1,1,1,0,0,1,1,2,0,DoS,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,52,2,43,43,25,52,0,0,0,43,52,0,Generic,1
3e-06,2,0,200,0,333333.3215,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Reconnaissance,1
1.1e-05,2,0,168,0,90909.0902,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,2,0,0,0,2,1,0,Reconnaissance,1
0.950178,22,20,5306,1662,43.149809,42644.64063,13294.35059,8,8,45.24657,49.096422,2287.8839,57.117441,255,1191240905,1310123924,255,0.073291,0.016665,0.056626,241,83,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
2.621,130,130,136494,136520,98.817243,413414.7188,413491.0313,55,56,20.31024,19.786395,1713.462375,1645.9866,255,4009643415,1062817679,255,0.106983,0.068545,0.038438,1050,1050,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
2.784953,36,26,25426,1920,21.903421,71010.17188,5305.654785,15,8,79.570088,109.191719,5544.970983,153.624156,255,393881399,1351270571,255,0.125028,0.054464,0.070564,706,74,0,0,10,1,6,1,1,2,0,0,0,3,2,0,Exploits,1
2.888513,82,0,5248,0,28.042109,14357.55957,0.0,0,0,35.660656,0.0,38.80402,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
1.4e-05,2,0,114,0,71428.57045,32571428.0,0.0,0,0,0.014,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,25,25,25,25,0,0,0,25,25,0,Generic,1
1.4e-05,2,0,114,0,71428.57045,32571428.0,0.0,0,0,0.014,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,7,7,3,7,0,0,0,7,7,0,Generic,1
0.264553,10,10,770,4998,71.819255,20956.10156,136048.3438,2,2,29.394778,26.114222,1660.873136,2144.286007,255,2058043648,3002952278,255,0.047156,0.023471,0.023685,77,500,1,2048,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
5.624751,10,8,1070,354,3.022356,1369.660645,440.908386,2,1,624.972333,793.618125,43668.09024,1315.056625,255,3056114078,3489346411,255,0.118804,0.06883,0.049974,107,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
1.2e-05,2,0,114,0,83333.33039,38000000.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,4,4,4,4,0,0,0,4,14,0,Generic,1
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,4,4,4,4,0,0,0,7,12,0,Generic,1
0.685631,52,54,2934,3742,153.143606,33580.74609,42856.875,11,15,13.437157,12.926434,1367.846663,52.135164,255,3867090867,1718583375,255,0.000669,0.000526,0.000143,56,69,0,0,2,0,2,1,1,1,1,1,0,3,1,0,Normal,0
0.531191,12,6,3864,268,32.003555,53344.27734,3373.55127,3,1,44.469001,93.842398,2465.008739,138.712687,255,649091856,1615459701,255,0.112423,0.06197,0.050453,322,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.589442,10,12,786,6630,35.626914,9609.087891,82491.57813,2,4,65.353,47.406453,3234.841083,3461.760476,255,124005338,273903926,255,0.142934,0.067962,0.074972,79,553,1,2829,1,1,2,1,1,1,0,0,1,1,1,0,Exploits,1
0.889256,12,10,4894,458,23.615247,40366.32813,3715.465576,3,2,80.841452,78.803781,5493.829606,127.986727,255,1318822270,3076277677,255,0.158276,0.089955,0.068321,408,46,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.564712,10,8,828,1078,30.103841,10568.21875,13373.18848,2,2,62.745778,60.839715,3291.543248,103.213797,255,1764214743,1487632110,255,0.237161,0.125794,0.111367,83,135,1,137,3,1,10,1,1,3,0,0,1,1,3,0,Normal,0
0.710911,10,8,822,1332,23.91298,8327.34375,13121.19238,2,2,78.990111,82.661141,3795.426691,118.976125,255,2753736976,2319297288,255,0.145137,0.077558,0.067579,82,167,1,264,3,1,1,1,1,3,0,0,1,1,3,0,Normal,0
0.867866,10,6,562,258,17.283775,4664.314453,1981.872803,1,0,96.428333,28.0646,5059.723379,39.132215,255,3995141538,1354990537,255,0.0,0.0,0.0,56,43,0,0,4,1,2,2,2,2,0,0,0,3,3,0,Fuzzers,1
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,50,2,26,26,13,50,0,0,0,27,50,0,Generic,1
4e-06,2,0,78,0,250000.0006,78000000.0,0.0,0,0,44135.864,0.0,44135.86,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,6,6,1,1,1,6,0,0,0,1,6,0,Normal,0
1e-06,2,0,114,0,1000000.003,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,14,14,8,21,0,0,0,14,21,0,Generic,1
3.5e-05,2,0,114,0,28571.42781,13028571.0,0.0,0,0,0.035,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,4,7,0,0,0,8,14,0,Generic,1
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,4,4,4,4,0,0,0,4,10,0,Generic,1
0.448413,10,14,906,11762,51.291999,14558.00781,194856.0781,2,5,49.823667,33.468615,2978.444147,3094.368605,255,1153821285,1381620917,255,0.024273,0.012619,0.011654,91,840,1,5339,2,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
1.1e-05,2,0,1320,0,90909.0902,480000000.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,660,0,0,0,5,2,1,1,1,4,0,0,0,2,4,0,Normal,0
2.356059,195,355,11324,433424,233.016229,38253.71094,1467549.0,18,150,12.143015,6.654124,3155.798343,2333.212912,255,3998166837,1857787432,255,0.000635,0.000496,0.000139,58,1221,0,0,8,0,1,1,1,1,0,0,0,2,2,0,Normal,0
0.94891,54,24,48349,1894,81.145736,400071.6563,15310.19824,24,8,17.903962,39.869391,1291.44402,45.388789,255,3382129080,228038169,255,0.066568,0.011761,0.054807,895,79,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
6e-06,2,0,180,0,166666.6608,119999992.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,DoS,1
0.562691,10,8,824,1746,30.211965,10549.30762,21724.17969,2,2,62.521222,72.923289,3115.025664,121.10393,255,4199158051,1445257274,255,0.14924,0.050716,0.098524,82,218,1,463,2,1,2,2,2,2,0,0,4,3,2,0,Exploits,1
1.066736,42,0,1890,0,38.435002,13836.60059,0.0,0,0,26.017951,0.0,30.409635,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Exploits,1
0.001185,2,2,146,178,2531.645692,492827.0313,600843.9375,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,5,3,1,1,0,0,0,10,2,0,Normal,0
1e-05,2,0,200,0,100000.0025,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,2,2,2,2,0,0,0,5,11,0,Backdoor,1
0.227812,10,8,920,1016,74.622932,29076.60547,31218.72266,2,2,25.312444,30.167857,1392.681135,51.254824,255,2092629435,1149549326,255,0.02964,0.015971,0.013669,92,127,1,109,2,1,1,1,1,1,0,0,1,1,2,0,Exploits,1
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,18,18,18,43,0,0,0,18,43,0,Generic,1
7e-06,2,0,114,0,142857.1409,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,4,7,0,0,0,7,14,0,Generic,1
0.51139,10,6,756,268,29.331823,10653.31836,3504.175049,2,1,52.412667,83.999,2825.546244,135.990141,255,3060670102,2911341228,255,0.15363,0.091385,0.062245,76,45,0,0,2,1,1,1,1,2,0,0,0,1,3,0,Normal,0
0.988017,10,10,830,1298,19.230438,6048.479004,9465.423828,2,2,109.779667,97.852555,6599.758548,143.100234,255,3448394770,1876189713,255,0.188391,0.106633,0.081758,83,130,1,185,1,1,2,1,1,1,0,0,1,2,1,0,DoS,1
0.224105,14,6,8928,320,84.781687,295968.4063,9531.246094,4,1,17.238846,44.697,1588.062266,67.838773,255,191081988,822308289,255,0.000607,0.000485,0.000122,638,53,0,0,3,0,9,1,1,4,0,0,0,6,3,0,Normal,0
1.183092,10,8,564,354,14.369128,3435.06665,2096.202148,2,1,128.947778,163.158,8238.424426,223.625828,255,3033544880,1079641029,255,0.116608,0.040985,0.075623,56,44,0,0,6,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
