dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,44,2,33,33,19,44,0,0,0,33,44,0,1
0.918839,100,100,14512,17134,216.577665,125088.2969,147690.7344,22,32,9.281202,9.27398,642.355124,638.460653,255,237767537,2383465414,255,0.000735,0.000576,0.000159,145,171,0,0,1,0,3,1,1,1,0,0,0,6,1,0,0
0.82968,10,6,2516,268,18.079259,21839.74414,2159.868896,2,1,82.649778,158.021594,4904.209841,239.817,255,889008384,3933319482,255,0.117029,0.039566,0.077463,252,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
0.129048,86,164,5384,192828,1929.514528,329923.75,11881036.0,10,71,1.513624,0.78873,92.085362,51.319617,255,3715097481,1569562594,255,0.000616,0.000481,0.000135,63,1176,0,0,8,0,3,2,1,2,0,0,0,2,3,0,0
0.950205,14,12,774,642,26.310111,6053.430176,4958.929688,4,3,72.037464,82.472453,4061.464163,119.688664,255,1815169571,3031572003,255,0.112728,0.042999,0.069729,55,54,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
0.583991,10,6,534,268,25.685328,6589.142578,3068.540527,2,0,6968.4489,11612.536,691202.9939,25750.468,255,2981519884,1740011318,255,0.137498,0.068843,0.068655,53,45,0,0,3,1,3,3,3,3,0,0,0,6,3,0,0
1.126789,12,18,1580,10168,25.736851,10287.64063,68186.67969,3,5,102.402817,66.25018,9602.822269,7732.188401,255,1357901727,1358971569,255,0.000676,0.000529,0.000147,132,565,1,3924,1,0,1,1,1,1,0,0,1,1,2,0,0
0.001071,2,2,146,178,2801.120432,545284.75,664799.25,0,0,0.007,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,16,0,1,2,1,1,0,0,0,3,3,0,0
0.82837,10,8,778,354,20.522231,6769.921875,2993.831299,2,1,92.041111,103.560711,5125.218608,189.642109,255,777162382,158594921,255,0.107047,0.07675,0.030297,78,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,4,4,4,4,0,0,0,4,15,0,1
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,17,17,17,39,0,0,0,17,39,0,1
0.831332,10,8,814,1272,20.44911,7053.740234,10710.52246,2,2,92.264222,105.79143,4977.577665,186.127594,255,4109680412,2613978810,255,0.184561,0.090789,0.093772,81,159,1,175,4,1,3,3,3,4,0,0,9,4,4,0,0
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,47,2,24,24,24,47,0,0,0,24,47,0,1
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,39,39,17,39,0,0,0,40,39,0,1
37.964474,28,24,1596,1364,1.343361,324.303192,275.626099,10,16,1404.871854,1647.216375,217896.2992,7274.6305,255,2787935096,3403156487,255,0.144562,0.078484,0.066078,57,57,0,0,4,1,2,2,2,2,1,1,0,2,4,0,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,17,17,17,35,0,0,0,17,35,0,1
1.20701,60,14,68195,612,60.480028,444463.5938,3771.30249,27,1,20.455627,87.419461,1932.828599,112.431734,255,974138154,483921046,255,0.208116,0.070547,0.137569,1137,44,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1
0.001034,2,2,130,162,2901.354085,502901.375,626692.5,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,4,2,1,1,0,0,0,5,2,0,0
0.018578,16,18,1540,1644,1776.294507,621810.75,668747.9375,4,4,1.217267,1.064353,74.054555,2.099425,255,836762177,842085513,255,0.000603,0.000477,0.000126,96,91,0,0,7,0,4,4,1,4,0,0,0,7,16,0,0
6e-06,2,0,200,0,166666.6608,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,5,5,0,1
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,10,10,10,35,0,0,0,10,35,0,1
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,3,3,3,3,0,0,0,4,10,0,1
0.784723,14,4,9318,182,21.663696,88214.57031,1396.671265,4,1,60.363306,198.645328,4244.955548,280.922687,255,1970101488,1320021947,255,0.165811,0.11702,0.048791,666,46,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,2,3,3,3,3,0,0,0,4,8,0,1
0.364988,8,8,364,836,41.097242,6992.010742,16044.36328,1,2,51.866287,48.78257,3129.616146,98.297742,255,4118087722,1617721481,255,0.086621,0.023507,0.063114,46,105,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1e-05,2,0,200,0,100000.0025,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,2,2,2,2,0,0,0,2,10,0,1
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,25,25,25,36,0,0,0,26,36,0,1
0.592251,6,2,998,86,11.819313,11238.47852,580.834839,2,1,118.4502,0.003,7605.653007,0.0,255,3801759801,1768596964,255,0.534787,0.23241,0.302377,166,43,0,0,1,3,1,1,1,1,0,0,0,1,1,0,0
9e-06,2,0,90,0,111111.1072,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,13,6,7,1,1,13,0,0,0,7,15,0,0
2.051448,10,8,818,354,8.286829,2874.067383,1208.9021,2,1,227.938667,275.692719,13447.00834,441.384687,255,1020763277,3354838742,255,0.200312,0.121245,0.079067,82,44,0,0,2,1,1,2,1,1,0,0,0,3,1,0,1
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
0.515804,14,6,7858,268,36.835698,113174.7734,3474.187988,4,1,39.659924,93.036,2351.851789,136.661859,255,339376474,3399739690,255,0.149256,0.050616,0.09864,561,45,0,0,6,1,1,1,1,2,0,0,0,1,2,0,0
1e-05,2,0,1350,0,100000.0025,540000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,675,0,0,0,44,2,6,6,1,44,0,0,0,6,44,0,0
1.209902,10,8,1008,354,14.050724,6003.791992,2049.752686,2,1,132.673444,157.668719,7554.386245,298.783594,255,741948369,4198110670,255,0.199108,0.106219,0.092889,101,44,0,0,9,1,2,3,1,4,0,0,0,3,7,0,0
0.045298,48,50,2958,32368,2141.374945,511634.0938,5602190.0,7,18,0.956319,0.914286,60.145281,59.266338,255,1393651793,3543490898,255,0.000675,0.000497,0.000178,62,647,0,0,15,0,5,1,1,1,0,0,0,3,19,0,0
1.044638,16,12,1052,642,25.846273,7558.599121,4510.65332,5,3,66.787865,88.987547,4053.092245,123.271711,255,2115834443,4135908184,255,0.12026,0.065765,0.054495,66,54,0,0,4,1,1,1,1,4,0,0,0,2,4,0,0
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,7,7,3,7,0,0,0,7,18,0,1
0.019622,16,18,1540,1644,1681.785756,588726.9375,633166.875,4,4,1.2868,1.122882,78.30369,2.184675,255,1245258168,1250615122,255,0.000677,0.00053,0.000147,96,91,0,0,8,0,6,6,1,6,0,0,0,8,16,0,0
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,16,16,16,38,0,0,0,16,38,0,1
9e-06,2,0,200,0,111111.1072,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
0.064742,46,48,2854,30622,1436.470939,345000.1563,3705168.25,7,17,1.431467,1.365872,88.995731,85.466916,255,2962280848,864779241,255,0.00069,0.000541,0.000149,62,638,0,0,3,0,3,1,1,1,0,0,0,1,2,0,0
7e-06,2,0,114,0,142857.1409,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,4,7,0,1
1.656756,10,8,564,354,10.261016,2452.986328,1496.901123,2,1,184.084,227.845719,12783.22564,336.806,255,1036902640,156341399,255,0.182367,0.061508,0.120859,56,44,0,0,2,1,2,1,1,1,0,0,0,1,4,0,1
9e-06,2,0,200,0,111111.1072,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,2,7,0,1
0.771618,10,10,608,646,24.623583,5681.567871,6034.07373,2,3,85.735333,76.829109,4682.298335,123.264477,255,2622726284,435452145,255,0.175733,0.065663,0.11007,61,65,0,0,3,1,1,1,1,2,0,0,0,1,2,0,0
0.397924,10,6,546,268,37.69564,9891.335938,4503.372559,2,1,44.213778,66.608203,2184.791822,100.684453,255,1656469958,3546086532,255,0.125831,0.064084,0.061747,55,45,0,0,6,1,2,2,1,2,0,0,0,2,6,0,1
0.108085,88,164,5488,192828,2322.246401,401609.8438,14185354.0,10,71,1.238655,0.660252,65.953676,39.735711,255,2878263183,736580640,255,0.000624,0.00046,0.000164,62,1176,0,0,9,0,10,6,1,6,0,0,0,11,9,0,0
0.608299,14,12,852,678,41.098209,10415.92969,8180.1875,4,4,46.792231,47.827363,2226.829907,58.379289,255,871641696,173632067,255,0.101028,0.061746,0.039282,61,57,0,0,5,1,2,1,1,5,0,0,0,1,6,0,0
1.4e-05,2,0,114,0,71428.57045,32571428.0,0.0,0,0,0.014,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,6,6,3,6,0,0,0,7,16,0,1
0.001716,4,4,528,304,4079.254013,1846153.875,1062937.0,0,0,0.444333,0.213667,0.621311,0.29298,0,0,0,0,0.0,0.0,0.0,132,76,0,0,9,0,5,1,1,3,0,0,0,6,5,0,0
1.286235,10,10,814,1352,14.771795,4559.04248,7569.378906,2,2,142.767333,133.375781,7948.510982,277.75425,255,4177154627,1007446463,255,0.148418,0.08585,0.062568,81,135,1,231,2,1,1,1,1,2,0,0,1,2,3,0,0
0.718675,18,58,1118,68369,104.358713,11754.96582,747943.0625,2,27,42.275,12.276158,2227.126298,1385.689644,255,883338745,46981647,255,0.035173,0.018286,0.016887,62,1179,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.224885,52,42,37496,3380,413.544697,1308224.25,117393.3359,18,8,4.38251,5.473195,505.643653,17.180764,255,1315188211,1316176824,255,0.000608,0.00048,0.000128,721,80,0,0,2,0,4,1,1,1,0,0,0,3,1,0,0
0.272907,12,8,668,376,69.620789,17969.49219,9644.311523,3,2,23.821727,38.145855,1271.778759,56.717293,255,3033539328,2369090102,255,0.04906,0.005884,0.043176,56,47,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1.169663,14,10,774,556,19.663784,4917.655762,3426.628174,4,3,88.182692,122.892781,5802.309736,232.560047,255,2986971383,956057734,255,0.114971,0.063625,0.051346,55,56,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
6e-06,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,1
1.55861,10,8,534,354,10.907155,2468.866455,1591.161377,2,1,164.610222,211.649859,11704.52706,295.215594,255,1263280724,62257850,255,0.109186,0.077056,0.03213,53,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,0
0.019206,16,18,1540,1644,1718.213014,601478.6875,646881.1875,4,4,1.2584,1.102412,76.708498,2.184177,255,1995123389,4145203548,255,0.000575,0.00046,0.000115,96,91,0,0,18,0,10,4,1,5,0,0,0,7,21,0,0
1.145431,10,8,534,354,14.841574,3359.434082,2165.123779,2,1,127.165889,154.534422,7012.076455,327.610406,255,3327845719,2723324367,255,0.168839,0.063683,0.105156,53,44,0,0,4,1,1,1,1,1,0,0,0,1,2,0,1
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
7e-06,2,0,114,0,142857.1409,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,4,4,2,4,0,0,0,4,11,0,1
0.466699,18,0,2858,0,36.426047,46282.50781,0.0,0,0,27.452883,0.0,32.106723,0.0,0,0,0,0,0.0,0.0,0.0,159,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
0.016862,48,50,2958,32368,5752.579967,1374451.5,15049698.0,7,18,0.351298,0.330735,20.170909,18.472166,255,3665814488,3661973359,255,0.000784,0.000645,0.000139,62,647,0,0,7,0,9,1,1,1,0,0,0,3,12,0,0
0.440781,10,8,812,1326,38.567906,13267.35938,21071.68945,2,2,48.975667,54.79257,2509.761611,68.597617,255,4177324498,853095525,255,0.11093,0.055877,0.055053,81,166,1,256,1,1,1,1,1,1,0,0,1,2,1,0,0
0.772861,10,10,864,1212,24.583981,8053.194336,11293.10449,2,2,85.782333,78.651555,5567.610364,108.037555,255,4022513260,1012556791,255,0.118115,0.064991,0.053124,86,121,1,141,4,1,2,2,1,4,0,0,1,3,4,0,0
0.177672,10,6,852,268,84.425234,34535.55078,10086.00098,2,1,19.741333,33.197398,1011.886524,63.579102,255,36742651,3285062664,255,0.050724,0.005668,0.045056,85,45,0,0,2,1,2,2,1,2,0,0,0,2,2,0,1
0.418834,10,6,938,268,35.813711,16140.0459,4278.544922,2,1,43.715,68.697203,2197.261918,97.338281,255,2395645319,1938320464,255,0.150182,0.07534,0.074842,94,45,1,0,1,1,2,1,1,1,0,0,1,10,1,0,1
1e-06,2,0,104,0,1000000.003,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,0
5.521838,10,8,564,354,3.078685,735.986816,449.125793,2,1,608.132111,784.788563,40630.716,1294.20675,255,594102657,665192834,255,0.08594,0.028317,0.057623,56,44,0,0,3,1,1,1,1,1,0,0,0,3,1,0,1
0.772664,10,6,610,268,19.413354,5684.22998,2319.248779,2,1,82.502556,115.865,4263.910479,160.146703,255,4262636873,2474569308,255,0.282687,0.193328,0.089359,61,45,0,0,4,1,1,1,1,2,0,0,0,1,2,0,0
0.895909,10,16,1250,10942,27.904619,10045.66309,91607.51563,2,5,99.545444,54.013067,5645.406551,0.0,255,3910162158,22440355,255,0.160731,0.06013,0.100601,125,684,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.469008,12,8,1370,726,40.511036,21423.94141,10848.42871,3,2,41.530455,55.34157,2162.913099,87.779477,255,907905904,2589717004,255,0.105716,0.08161,0.024106,114,91,0,0,6,1,2,2,1,2,0,0,0,2,7,0,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
3e-06,2,0,776,0,333333.3215,1034666624.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,388,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
0.67565,6,2,998,86,10.360394,9851.253906,509.139343,2,1,135.13,0.007,7540.699493,0.0,255,2553004300,3024635304,255,0.505385,0.150809,0.354576,166,43,0,0,3,3,1,1,1,3,0,0,0,1,3,0,0
0.489758,20,0,1040,0,38.794669,16138.58203,0.0,0,0,25.776736,0.0,29.430768,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
0.018482,16,18,1540,1644,1785.521083,625040.5625,672221.625,4,4,1.211067,1.059529,73.561952,2.088088,255,1588755250,3743595039,255,0.000585,0.000464,0.000121,96,91,0,0,15,0,7,6,1,7,0,0,0,9,12,0,0
2e-06,2,0,114,0,500000.0013,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,7,7,4,21,0,0,0,8,21,0,1
1.121988,22,22,1158,1628,38.324829,7886.001953,11080.33203,7,9,53.421904,52.653858,2928.735802,3504.568173,255,3252814232,2519291821,255,0.060258,0.016221,0.044037,53,74,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1
1.1e-05,2,0,1064,0,90909.0902,386909088.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,40,2,7,7,1,40,0,0,0,8,40,0,0
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,37,2,12,12,12,37,0,0,0,12,37,0,1
8e-06,2,0,90,0,125000.0003,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,15,6,1,1,1,14,0,0,0,2,14,0,0
1.137188,14,8,8834,354,18.466604,57707.25781,2180.818115,4,1,67.53377,150.529859,4816.693482,221.874562,255,95813440,3533492523,255,0.175779,0.08347,0.092309,631,44,0,0,5,1,1,1,1,3,0,0,0,1,3,0,0
0.019808,46,44,2870,23900,4493.134098,1134087.25,9433360.0,7,16,0.430978,0.44807,0.0,0.773847,255,135448758,144805038,255,0.000696,0.000537,0.000159,62,543,0,0,7,0,4,1,1,1,0,0,0,2,9,0,0
0.005345,22,24,1920,4312,8419.083328,2743498.5,6185968.0,6,6,0.239,0.208391,14.946933,11.849976,255,2706615895,2706913979,255,0.000646,0.000541,0.000105,87,180,0,0,11,0,3,1,1,1,0,0,0,3,10,0,0
0.210519,10,6,1140,268,71.252476,38989.35547,8512.295898,2,1,23.391,40.636199,1114.780173,60.987023,255,2907211403,65145764,255,0.051384,0.006605,0.044779,114,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,4,4,4,4,0,0,0,5,13,0,1
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,7,7,4,7,0,0,0,9,11,0,1
1.012128,14,12,774,642,24.700433,5683.075684,4655.537598,4,3,77.855998,83.053367,4615.560891,134.350672,255,123420295,888015280,255,0.148755,0.089885,0.05887,55,54,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,51,2,42,42,18,51,0,0,0,42,51,0,1
0.37565,10,6,1612,268,39.930788,30901.10547,4770.397949,2,1,39.623,66.404203,2058.29006,101.930039,255,2519330143,2834672828,255,0.127356,0.043621,0.083735,161,45,0,0,7,1,1,1,1,5,0,0,0,1,5,0,0
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,20,20,20,33,0,0,0,21,33,0,1
0.001017,2,2,146,178,2949.852669,574238.0,700098.375,0,0,0.012,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,3,1,1,1,0,0,0,1,1,0,0
1.537058,18,56,1182,69091,47.493328,5813.704102,353183.8125,2,26,90.415176,25.802363,4761.396345,2965.809984,255,3306541680,3048696931,255,0.200229,0.079388,0.120841,66,1234,0,0,4,1,1,1,1,1,0,0,0,1,1,0,1
0.001137,2,2,146,178,2638.522328,513632.3438,626209.3125,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,1,0,0,0,5,4,0,0
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,20,18,18,31,0,0,0,19,31,0,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,14,14,9,34,0,0,0,14,33,0,1
7e-06,2,0,114,0,142857.1409,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,4,4,4,4,0,0,0,4,17,0,1
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,3,3,3,3,0,0,0,3,13,0,1
4e-06,2,0,90,0,250000.0006,90000000.0,0.0,1,0,0.004,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,7,6,20,1,1,22,0,0,0,20,5,0,0
0.110319,6,2,978,86,63.45235,59101.33203,3118.229736,2,1,22.0638,0.009,1350.175437,0.0,255,1334595839,2121788453,255,0.094093,0.033821,0.060272,163,43,0,0,8,3,7,6,1,8,0,0,0,6,8,0,0
0.183693,10,6,1658,268,81.657981,65021.52734,9755.407227,2,1,20.410333,34.073199,1051.50483,65.040066,255,2810493434,70283935,255,0.051505,0.007876,0.043629,166,45,1,0,1,1,1,1,1,1,0,0,1,1,2,0,1
0.217853,16,18,1540,1644,151.478294,53026.58203,57029.28125,4,4,14.5014,12.783117,916.318012,27.560455,255,1095061779,3265954576,255,0.000666,0.000532,0.000134,96,91,0,0,14,0,10,9,1,6,0,0,0,15,12,0,0
0.131618,6,2,978,86,53.184218,49537.30078,2613.624512,2,1,26.3236,0.005,1539.758608,0.0,255,2161411837,589046716,255,0.105788,0.06646,0.039328,163,43,0,0,8,3,5,5,1,7,0,0,0,5,7,0,0
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,47,2,23,23,12,47,0,0,0,23,47,0,1
3e-06,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,7,13,0,1
0.220957,16,18,1540,1644,149.350329,52281.66797,56228.13672,4,4,14.707067,12.931529,1048.057292,23.819334,255,4083235635,1966281056,255,0.001256,0.001118,0.000138,96,91,0,0,15,0,7,5,1,5,0,0,0,9,19,0,0
0.098006,22,14,1470,1728,357.120983,114605.2266,131012.3828,5,4,4.666952,7.480308,417.11571,15.265222,255,303715156,304055284,255,0.000761,0.000626,0.000135,67,123,0,0,7,0,1,1,1,1,0,0,0,5,4,0,0
2.661733,18,20,1026,6990,13.900719,2912.388428,19959.92969,6,8,156.572529,131.22447,8011.174657,7340.215093,255,1916592779,15101466,255,0.244194,0.112621,0.131573,57,350,0,0,4,1,1,1,1,1,0,0,0,2,2,0,1
1.127228,10,8,756,354,15.081243,4833.094727,2200.087158,2,1,119.652222,146.988141,6944.526574,215.804656,255,2544358362,2647372284,255,0.150378,0.0983,0.052078,76,44,0,0,1,1,2,1,1,1,0,0,0,1,4,0,1
9e-06,2,0,168,0,111111.1072,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,6,2,1,1,1,1,0,0,0,3,1,0,1
7e-06,2,0,114,0,142857.1409,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,12,12,12,32,0,0,0,13,32,0,1
9e-06,2,0,164,0,111111.1072,72888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,82,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,0
0.837534,170,30,212416,1414,237.602291,2017035.75,13057.37988,82,2,4.955823,28.523725,546.314586,37.526871,255,556000885,1156505920,255,0.051213,0.007165,0.044048,1250,47,0,0,3,1,1,1,1,1,0,0,0,1,1,0,1
0.023776,52,54,2934,3742,4416.217967,968371.4375,1235868.125,11,15,0.459882,0.43934,30.88955,0.789938,255,1069301688,1070284854,255,0.000621,0.000487,0.000134,56,69,0,0,6,0,5,1,1,4,0,0,0,5,8,0,0
0.082216,24,26,2048,2410,595.991033,191009.0469,225552.2031,6,7,3.559609,3.26888,372.607568,0.0,255,2903964389,758812565,255,0.000622,0.00049,0.000132,85,93,0,0,2,0,1,1,1,1,0,0,0,1,14,0,0
3e-06,2,0,200,0,333333.3215,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,1
0.273398,10,8,862,1270,62.180408,22706.82227,32538.64258,2,2,30.377556,37.34343,1498.995551,54.230172,255,2811828966,1350986246,255,0.064155,0.011215,0.05294,86,159,1,220,1,1,1,1,1,1,0,0,1,1,1,0,1
0.937201,10,10,798,1328,20.273132,6137.423828,10209.12207,2,2,104.133444,85.083109,6281.148792,145.1855,255,2594951524,1572793931,255,0.243802,0.170829,0.072973,80,133,1,241,3,1,2,2,2,3,0,0,4,2,3,0,0
9e-06,2,0,200,0,111111.1072,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,3,7,0,1
4e-06,2,0,200,0,142857.1409,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,15,2,6,6,6,6,0,0,0,11,15,0,1
0.088704,84,86,4862,79882,1905.212898,433351.375,7120671.0,7,36,1.064096,1.036176,0.0,62.863153,255,3063190787,930463964,255,0.000757,0.000626,0.000131,58,929,0,0,9,0,3,1,1,1,0,0,0,7,12,0,0
0.921987,20,0,1280,0,20.607666,10551.125,0.0,0,0,48.525633,0.0,52.253805,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,1
