ai_model_name,query_category,ai_confidence_percentage,response_character_count,has_cited_sources,contains_hedging_words,includes_disclaimer,answer_detail_level,respondent_age_bracket,education_level,digital_literacy_score,ai_familiarity_level,decision_importance,urgency_level,belief_alignment_status,subject_matter_expertise,trust_score_out_of_10,performed_fact_check,fact_check_method_used,verification_duration_mins,answer_accuracy_percentage,trust_calibration_valid,user_skepticism_category
GPT-4,factual_historical,71.32,245,TRUE,FALSE,FALSE,Specific,25-34,Professional,Expert,Beginner,Medium,Medium,FALSE,FALSE,8.6,FALSE,,0,75.89,TRUE,Blind Trust
Mistral,financial_advice,61.78,589,FALSE,TRUE,FALSE,Very Specific,55-64,Masters,Expert,First Time,Medium,High,FALSE,FALSE,5.6,TRUE,Cross-referenced Multiple AIs,3.9,65.15,TRUE,Skeptical
ChatGPT-3.5,scientific_facts,74.97,695,FALSE,FALSE,TRUE,Specific,65+,Bachelors,Expert,Beginner,Critical,None,TRUE,TRUE,9,TRUE,Asked Expert,12.3,62.72,FALSE,Moderate Trust
Claude,medical_advice,71.22,461,FALSE,TRUE,TRUE,Vague,65+,PhD,Medium,Intermediate,High,None,,FALSE,6.6,TRUE,Asked Expert,32.6,78.3,TRUE,Skeptical
Claude,recipe_cooking,85.84,686,TRUE,TRUE,TRUE,Specific,35-44,Professional,Expert,Beginner,Low,High,TRUE,FALSE,10,TRUE,Academic Paper,10.3,74.57,FALSE,Moderate Trust
GPT-4,recipe_cooking,86.38,411,TRUE,FALSE,TRUE,Moderate,35-44,Bachelors,Medium,Advanced,Medium,High,FALSE,FALSE,9.6,FALSE,,0,73.02,FALSE,Blind Trust
GPT-4,creative_writing,77.27,754,FALSE,FALSE,TRUE,Vague,45-54,Bachelors,High,Advanced,High,Low,,FALSE,7.2,FALSE,,0,75.69,TRUE,Moderate Trust
Claude,recipe_cooking,77.42,302,TRUE,FALSE,TRUE,Moderate,65+,PhD,Medium,Beginner,High,Medium,TRUE,FALSE,10,TRUE,Asked Colleague,18.8,90.25,TRUE,Moderate Trust
Llama,opinion_based,48.79,435,TRUE,FALSE,FALSE,Vague,18-24,Bachelors,Low,Expert,Low,Medium,TRUE,TRUE,8.1,FALSE,,0,41.67,FALSE,Blind Trust
Gemini,factual_historical,94.03,388,FALSE,TRUE,TRUE,Specific,65+,Professional,Low,Advanced,Critical,None,TRUE,FALSE,9.6,TRUE,Asked Expert,35.5,84.51,TRUE,Moderate Trust
Llama,opinion_based,50.24,721,TRUE,FALSE,FALSE,Moderate,55-64,Masters,Medium,Expert,Low,Medium,TRUE,FALSE,9.1,FALSE,,0,27.7,FALSE,Blind Trust
ChatGPT-3.5,legal_advice,46.17,234,TRUE,TRUE,FALSE,Specific,18-24,Professional,Medium,First Time,Medium,Low,,FALSE,6.7,TRUE,Checked Official Source,31.4,55.51,TRUE,Skeptical
Llama,creative_writing,70.03,773,FALSE,TRUE,TRUE,Specific,55-64,Masters,High,First Time,Critical,High,FALSE,FALSE,5.9,TRUE,Asked Colleague,17,71.74,TRUE,Skeptical
ChatGPT-3.5,general_knowledge,78.8,722,FALSE,FALSE,TRUE,Specific,25-34,Bachelors,High,Beginner,Critical,High,FALSE,TRUE,6.5,FALSE,,0,70.04,TRUE,Moderate Trust
ChatGPT-3.5,legal_advice,59.84,780,FALSE,FALSE,TRUE,Very Specific,45-54,High School,High,Intermediate,Low,High,FALSE,FALSE,5.1,TRUE,Personal Testing,4.6,47.53,TRUE,Skeptical
ChatGPT-3.5,scientific_facts,76.55,75,FALSE,TRUE,FALSE,Moderate,25-34,Masters,Medium,Expert,Low,High,FALSE,FALSE,7.6,FALSE,,0,75.15,TRUE,Moderate Trust
Gemini,creative_writing,62.98,199,FALSE,TRUE,FALSE,Moderate,45-54,Professional,Expert,Beginner,High,Medium,FALSE,FALSE,5.2,TRUE,Asked Colleague,17.2,63.65,TRUE,Skeptical
Gemini,technical_coding,79.29,443,TRUE,TRUE,FALSE,Moderate,45-54,PhD,Medium,Intermediate,Medium,Medium,,FALSE,9.5,FALSE,,0,90.43,TRUE,Blind Trust
GPT-4,math_calculation,95.15,628,FALSE,TRUE,TRUE,Very Specific,65+,High School,Low,Intermediate,Critical,High,TRUE,FALSE,9.6,FALSE,,0,95.32,TRUE,Blind Trust
GPT-4,medical_advice,70.07,796,TRUE,TRUE,FALSE,Vague,65+,Professional,Low,First Time,Low,Medium,TRUE,FALSE,10,FALSE,,0,64.77,FALSE,Blind Trust
Gemini,math_calculation,89.45,372,TRUE,FALSE,TRUE,Specific,55-64,Masters,Low,Beginner,High,Medium,,FALSE,10,TRUE,Checked Official Source,18.4,85.31,TRUE,Moderate Trust
Gemini,legal_advice,58.67,212,FALSE,FALSE,FALSE,Moderate,45-54,Masters,High,First Time,Low,None,TRUE,FALSE,8.6,FALSE,,0,73.37,TRUE,Blind Trust
GPT-4,factual_historical,72.13,287,TRUE,TRUE,TRUE,Moderate,35-44,High School,Expert,Beginner,Low,High,,FALSE,9.6,FALSE,,0,61.54,FALSE,Blind Trust
ChatGPT-3.5,creative_writing,73.07,573,FALSE,FALSE,TRUE,Specific,65+,Professional,Medium,First Time,Low,Low,,FALSE,9,TRUE,Checked Official Source,30,79.33,TRUE,Moderate Trust
Claude,recipe_cooking,77.31,415,TRUE,FALSE,FALSE,Very Specific,45-54,High School,Medium,First Time,High,Low,,FALSE,9.8,TRUE,Consulted Documentation,35.5,87.74,TRUE,Moderate Trust
Llama,creative_writing,65.88,91,FALSE,TRUE,TRUE,Very Specific,25-34,PhD,Medium,Advanced,High,Medium,TRUE,TRUE,7.9,TRUE,Personal Testing,18.8,68.21,TRUE,Skeptical
Llama,legal_advice,53.13,275,FALSE,FALSE,TRUE,Moderate,18-24,Masters,Low,Intermediate,Low,Medium,TRUE,FALSE,7.9,TRUE,Asked Colleague,14.8,66.22,TRUE,Skeptical
GPT-4,medical_advice,71.23,197,TRUE,TRUE,FALSE,Vague,45-54,High School,Low,Beginner,High,None,TRUE,TRUE,10,TRUE,Google Search,44.4,70.76,FALSE,Moderate Trust
Llama,legal_advice,69.92,246,TRUE,FALSE,FALSE,Very Specific,25-34,Bachelors,High,Beginner,Low,None,TRUE,FALSE,10,FALSE,,0,58.55,FALSE,Blind Trust
Claude,math_calculation,96.82,539,FALSE,TRUE,TRUE,Moderate,35-44,Bachelors,Medium,Advanced,Low,Medium,,TRUE,10,FALSE,,0,89.24,TRUE,Blind Trust
Llama,medical_advice,58.9,125,FALSE,FALSE,TRUE,Moderate,65+,High School,Expert,Expert,Medium,Medium,FALSE,TRUE,5,TRUE,Asked Expert,24.1,68.05,TRUE,Skeptical
Gemini,financial_advice,44.99,405,FALSE,TRUE,TRUE,Vague,65+,High School,Expert,Expert,Critical,Low,FALSE,TRUE,1.8,TRUE,Google Search,32.7,42.14,FALSE,Highly Skeptical
GPT-4,factual_historical,81.25,446,TRUE,TRUE,TRUE,Very Specific,45-54,Professional,High,First Time,High,Low,TRUE,TRUE,10,TRUE,Google Search,28.5,76.94,FALSE,Moderate Trust
ChatGPT-3.5,medical_advice,62.98,268,TRUE,FALSE,FALSE,Moderate,25-34,Professional,Expert,First Time,High,Low,,FALSE,8.2,TRUE,Consulted Documentation,36.1,61.84,FALSE,Moderate Trust
GPT-4,scientific_facts,88.12,514,FALSE,FALSE,TRUE,Moderate,18-24,High School,High,Intermediate,Critical,Medium,TRUE,FALSE,8.8,TRUE,Cross-referenced Multiple AIs,40.8,100,TRUE,Moderate Trust
Llama,math_calculation,85.08,661,FALSE,FALSE,TRUE,Specific,35-44,High School,Medium,Intermediate,Critical,Low,,TRUE,7.9,TRUE,Google Search,33.7,74.87,TRUE,Skeptical
ChatGPT-3.5,current_events,65.52,459,FALSE,TRUE,FALSE,Moderate,35-44,Professional,Low,First Time,Medium,Medium,FALSE,TRUE,6.5,TRUE,Consulted Documentation,15.5,66.39,TRUE,Skeptical
Llama,technical_coding,75.24,234,TRUE,TRUE,TRUE,Moderate,18-24,Professional,High,Intermediate,Low,High,,FALSE,8.6,FALSE,,0,88.62,TRUE,Blind Trust
Gemini,technical_coding,91.12,389,FALSE,TRUE,FALSE,Specific,55-64,PhD,Medium,Expert,High,None,FALSE,FALSE,7.5,TRUE,Consulted Documentation,15.3,99.49,FALSE,Skeptical
Claude,opinion_based,46.85,568,TRUE,TRUE,FALSE,Specific,55-64,High School,Low,First Time,Medium,Low,TRUE,FALSE,7.3,TRUE,Google Search,17.3,36.87,FALSE,Skeptical
Gemini,factual_historical,90.92,560,FALSE,FALSE,FALSE,Vague,25-34,Bachelors,Expert,Expert,High,Medium,TRUE,TRUE,10,TRUE,Personal Testing,23,79.09,FALSE,Moderate Trust
Gemini,general_knowledge,83.18,420,FALSE,TRUE,TRUE,Very Specific,35-44,Professional,Expert,Expert,Critical,None,,FALSE,6.5,TRUE,Cross-referenced Multiple AIs,3.4,78.99,TRUE,Skeptical
ChatGPT-3.5,current_events,62.01,336,FALSE,FALSE,TRUE,Very Specific,25-34,PhD,Medium,First Time,Critical,High,,TRUE,7.2,TRUE,Academic Paper,30.5,66.49,TRUE,Skeptical
Llama,legal_advice,63.01,692,FALSE,TRUE,TRUE,Vague,35-44,High School,Expert,Advanced,Critical,None,TRUE,FALSE,6,TRUE,Google Search,11.7,60.97,TRUE,Skeptical
Claude,creative_writing,78.53,115,FALSE,FALSE,TRUE,Vague,25-34,Masters,Low,Advanced,Critical,High,FALSE,FALSE,6.7,TRUE,Google Search,26.8,93.14,FALSE,Skeptical
Claude,current_events,65.34,672,FALSE,TRUE,FALSE,Very Specific,18-24,PhD,Medium,Intermediate,Low,High,TRUE,TRUE,8.7,FALSE,,0,42.91,FALSE,Blind Trust
Llama,opinion_based,41.61,67,FALSE,FALSE,TRUE,Vague,18-24,PhD,Expert,Expert,Critical,Low,TRUE,FALSE,5,TRUE,Checked Official Source,18.8,36.71,TRUE,Skeptical
Claude,math_calculation,90.44,188,FALSE,TRUE,TRUE,Very Specific,25-34,Bachelors,Low,Expert,Critical,Medium,TRUE,TRUE,9.8,FALSE,,0,93.15,TRUE,Blind Trust
Claude,financial_advice,51.29,517,TRUE,FALSE,FALSE,Specific,45-54,Masters,High,Advanced,Medium,Medium,,TRUE,6,TRUE,Checked Official Source,32.9,56.15,TRUE,Skeptical
Mistral,recipe_cooking,87.6,737,FALSE,FALSE,TRUE,Very Specific,35-44,Professional,High,Intermediate,High,Low,FALSE,TRUE,7,TRUE,Personal Testing,32.1,76.3,TRUE,Skeptical
GPT-4,technical_coding,87.63,529,TRUE,FALSE,FALSE,Specific,25-34,Professional,High,Intermediate,Critical,Low,,TRUE,9.2,TRUE,Google Search,10.5,78.48,TRUE,Moderate Trust
ChatGPT-3.5,financial_advice,49.12,218,TRUE,TRUE,FALSE,Specific,35-44,Bachelors,Expert,Beginner,Critical,High,FALSE,TRUE,3.8,TRUE,Google Search,17.1,44.32,TRUE,Highly Skeptical
Claude,creative_writing,66.46,71,TRUE,TRUE,TRUE,Vague,65+,Masters,Low,Expert,Low,Medium,TRUE,FALSE,10,FALSE,,0,74.77,FALSE,Blind Trust
Claude,math_calculation,94.83,413,FALSE,FALSE,FALSE,Specific,25-34,PhD,High,Beginner,Critical,None,,TRUE,9.4,TRUE,Google Search,29.8,100,TRUE,Moderate Trust
Claude,creative_writing,71.05,516,TRUE,FALSE,TRUE,Very Specific,45-54,High School,High,Advanced,High,None,,FALSE,7.8,TRUE,Personal Testing,38.8,72.58,TRUE,Skeptical
ChatGPT-3.5,creative_writing,71.76,525,TRUE,TRUE,TRUE,Moderate,65+,PhD,Medium,Advanced,High,High,TRUE,FALSE,9.7,FALSE,,0,74.07,FALSE,Blind Trust
GPT-4,opinion_based,58.76,253,FALSE,TRUE,TRUE,Vague,65+,Professional,Medium,Advanced,Critical,High,,TRUE,5.1,TRUE,Google Search,21.5,46.77,TRUE,Skeptical
Mistral,math_calculation,87.14,258,FALSE,TRUE,FALSE,Very Specific,55-64,High School,Low,Expert,Low,None,,TRUE,9.7,FALSE,,0,88.42,TRUE,Blind Trust
ChatGPT-3.5,financial_advice,43.21,87,FALSE,TRUE,FALSE,Moderate,45-54,Bachelors,Low,First Time,Critical,Medium,TRUE,TRUE,5.4,TRUE,Google Search,5.2,28.68,FALSE,Skeptical
Mistral,math_calculation,92.7,77,TRUE,FALSE,TRUE,Moderate,65+,PhD,Expert,Intermediate,Medium,Medium,TRUE,TRUE,10,FALSE,,0,90.29,TRUE,Blind Trust
Gemini,recipe_cooking,76.02,674,TRUE,TRUE,TRUE,Vague,35-44,High School,Expert,Beginner,Medium,Low,,FALSE,9.4,FALSE,,0,78.49,TRUE,Blind Trust
Claude,medical_advice,54.73,493,TRUE,FALSE,TRUE,Vague,35-44,High School,Medium,Expert,Medium,Medium,TRUE,TRUE,8.6,FALSE,,0,60.38,FALSE,Blind Trust
ChatGPT-3.5,scientific_facts,87.91,378,FALSE,TRUE,TRUE,Moderate,55-64,PhD,Low,First Time,Low,Medium,,FALSE,10,FALSE,,0,84.86,TRUE,Blind Trust
Claude,medical_advice,52.66,589,FALSE,TRUE,TRUE,Specific,35-44,PhD,High,Intermediate,Medium,Medium,TRUE,FALSE,6.5,TRUE,Asked Expert,11.4,61.2,TRUE,Skeptical
