ai_model_name,query_category,ai_confidence_percentage,response_character_count,has_cited_sources,contains_hedging_words,includes_disclaimer,answer_detail_level,respondent_age_bracket,education_level,digital_literacy_score,ai_familiarity_level,decision_importance,urgency_level,belief_alignment_status,subject_matter_expertise,trust_score_out_of_10,performed_fact_check,fact_check_method_used,verification_duration_mins,answer_accuracy_percentage,trust_calibration_valid,user_skepticism_category
ChatGPT-3.5,technical_coding,93.53,146,TRUE,FALSE,FALSE,Very Specific,25-34,Masters,Low,First Time,High,Low,FALSE,FALSE,10,TRUE,Checked Official Source,17.4,100,TRUE,Moderate Trust
GPT-4,financial_advice,60.57,472,TRUE,FALSE,FALSE,Specific,65+,Masters,High,Expert,High,Medium,TRUE,TRUE,8.2,FALSE,,0,45.89,FALSE,Blind Trust
GPT-4,creative_writing,73.23,747,FALSE,TRUE,FALSE,Very Specific,55-64,PhD,Low,Beginner,Low,Medium,,TRUE,8.8,FALSE,,0,80.49,TRUE,Blind Trust
GPT-4,scientific_facts,73.53,727,FALSE,TRUE,FALSE,Very Specific,55-64,High School,Medium,Intermediate,High,Medium,TRUE,FALSE,8.3,TRUE,Cross-referenced Multiple AIs,39.1,70.57,TRUE,Moderate Trust
Gemini,general_knowledge,75.31,60,TRUE,FALSE,FALSE,Very Specific,55-64,Bachelors,Low,Advanced,Low,Medium,FALSE,FALSE,8.9,TRUE,Academic Paper,24.7,60.54,FALSE,Moderate Trust
ChatGPT-3.5,current_events,70.13,105,FALSE,FALSE,TRUE,Moderate,55-64,Bachelors,High,Advanced,Critical,None,FALSE,TRUE,4.8,TRUE,Google Search,39.6,64.3,TRUE,Highly Skeptical
Mistral,scientific_facts,79.87,687,FALSE,TRUE,TRUE,Moderate,55-64,Professional,Low,Advanced,Medium,Medium,TRUE,TRUE,10,FALSE,,0,89.52,TRUE,Blind Trust
Claude,factual_historical,73.47,799,TRUE,TRUE,TRUE,Moderate,25-34,Professional,Medium,Advanced,Critical,High,FALSE,TRUE,6.8,TRUE,Asked Expert,42.8,59.53,TRUE,Skeptical
Gemini,scientific_facts,76.77,471,TRUE,FALSE,FALSE,Vague,18-24,Bachelors,Expert,Beginner,Critical,Low,TRUE,TRUE,9.6,TRUE,Checked Official Source,37.8,88.05,TRUE,Moderate Trust
Gemini,recipe_cooking,81.22,570,TRUE,TRUE,FALSE,Vague,35-44,Masters,Medium,Intermediate,Low,Medium,TRUE,FALSE,10,FALSE,,0,80.25,TRUE,Blind Trust
Claude,creative_writing,65.36,640,TRUE,FALSE,FALSE,Very Specific,35-44,Masters,Medium,Expert,High,High,,FALSE,7.4,TRUE,Cross-referenced Multiple AIs,32.3,61.3,TRUE,Skeptical
Mistral,scientific_facts,78.17,350,FALSE,FALSE,FALSE,Vague,18-24,PhD,Expert,Expert,High,Low,,TRUE,7.3,TRUE,Consulted Documentation,23.3,76.52,TRUE,Skeptical
Gemini,creative_writing,67.15,223,FALSE,FALSE,FALSE,Specific,45-54,High School,Low,First Time,Critical,Medium,,TRUE,7.3,FALSE,,0,77.36,TRUE,Moderate Trust
Llama,recipe_cooking,89.39,183,FALSE,FALSE,TRUE,Vague,35-44,Masters,Expert,Advanced,Critical,High,FALSE,FALSE,6.7,TRUE,Academic Paper,7.2,80.17,TRUE,Skeptical
Mistral,medical_advice,50.41,355,FALSE,FALSE,FALSE,Very Specific,35-44,Bachelors,High,Intermediate,Critical,High,TRUE,TRUE,5.2,TRUE,Personal Testing,17.8,60,TRUE,Skeptical
Llama,scientific_facts,88.29,435,TRUE,TRUE,TRUE,Vague,35-44,Professional,Medium,Advanced,Critical,None,FALSE,TRUE,8.2,TRUE,Asked Expert,38.4,84.74,TRUE,Moderate Trust
Gemini,scientific_facts,86.43,208,TRUE,TRUE,TRUE,Specific,35-44,Professional,High,Expert,High,High,FALSE,FALSE,7.4,TRUE,Cross-referenced Multiple AIs,7.4,72.07,TRUE,Skeptical
Mistral,legal_advice,63.97,514,FALSE,FALSE,TRUE,Specific,55-64,Masters,Medium,Advanced,Critical,None,FALSE,FALSE,4.6,TRUE,Google Search,6.7,56.63,TRUE,Highly Skeptical
ChatGPT-3.5,recipe_cooking,87.38,430,TRUE,TRUE,TRUE,Moderate,25-34,Bachelors,Medium,Expert,High,Medium,,TRUE,9.8,FALSE,,0,97.04,TRUE,Blind Trust
GPT-4,recipe_cooking,84.29,528,FALSE,TRUE,TRUE,Vague,55-64,High School,Low,Expert,High,None,,FALSE,7.9,FALSE,,0,94.79,TRUE,Moderate Trust
GPT-4,opinion_based,45.48,276,FALSE,FALSE,TRUE,Moderate,45-54,Masters,Medium,Intermediate,Low,High,TRUE,TRUE,7.9,FALSE,,0,38.53,FALSE,Moderate Trust
Claude,creative_writing,68.7,629,TRUE,FALSE,TRUE,Moderate,55-64,Masters,Expert,Advanced,Low,Medium,TRUE,FALSE,9.8,FALSE,,0,79.77,TRUE,Blind Trust
Gemini,technical_coding,92.66,387,TRUE,FALSE,TRUE,Very Specific,18-24,PhD,High,Advanced,Critical,None,FALSE,TRUE,8.1,TRUE,Personal Testing,43.8,81.75,TRUE,Moderate Trust
GPT-4,medical_advice,59.89,701,FALSE,FALSE,TRUE,Specific,45-54,High School,High,Beginner,High,None,TRUE,TRUE,8.3,TRUE,Asked Colleague,30.5,62.75,FALSE,Moderate Trust
ChatGPT-3.5,medical_advice,69,724,FALSE,TRUE,TRUE,Very Specific,35-44,Masters,High,First Time,Critical,None,TRUE,FALSE,8.3,TRUE,Google Search,8,72.65,TRUE,Moderate Trust
Gemini,current_events,70.42,268,FALSE,TRUE,FALSE,Specific,45-54,Masters,Low,Intermediate,High,High,TRUE,TRUE,8.2,TRUE,Asked Expert,3.1,70.39,TRUE,Moderate Trust
GPT-4,technical_coding,77.34,631,TRUE,FALSE,TRUE,Very Specific,25-34,Bachelors,Expert,Beginner,Medium,High,TRUE,FALSE,10,FALSE,,0,67.02,FALSE,Blind Trust
Gemini,general_knowledge,70.63,631,FALSE,FALSE,FALSE,Vague,25-34,High School,Low,Expert,Low,Medium,,FALSE,8.4,FALSE,,0,85.13,TRUE,Blind Trust
ChatGPT-3.5,technical_coding,80.35,171,FALSE,TRUE,FALSE,Very Specific,35-44,Bachelors,High,Expert,Low,None,,TRUE,7.9,TRUE,Personal Testing,32,75.27,TRUE,Skeptical
Gemini,opinion_based,41.66,551,TRUE,FALSE,FALSE,Specific,65+,High School,Low,Expert,Medium,None,TRUE,TRUE,7.1,TRUE,Google Search,8.7,24.24,FALSE,Skeptical
Llama,opinion_based,54.89,108,TRUE,TRUE,TRUE,Specific,18-24,Masters,Medium,Beginner,Low,None,,FALSE,7.3,FALSE,,0,42.88,FALSE,Moderate Trust
Gemini,creative_writing,67.02,105,TRUE,TRUE,TRUE,Moderate,45-54,Bachelors,Expert,Expert,Low,Medium,TRUE,TRUE,9.5,FALSE,,0,59.94,FALSE,Blind Trust
ChatGPT-3.5,opinion_based,48.62,442,TRUE,TRUE,FALSE,Vague,65+,Professional,Low,Intermediate,Low,High,,FALSE,6.6,FALSE,,0,42.55,FALSE,Moderate Trust
Mistral,scientific_facts,83.86,353,TRUE,TRUE,TRUE,Very Specific,55-64,Bachelors,Medium,Intermediate,High,Low,TRUE,FALSE,10,FALSE,,0,75.37,FALSE,Blind Trust
Gemini,financial_advice,42.42,666,FALSE,FALSE,TRUE,Moderate,55-64,Bachelors,Medium,First Time,Critical,Medium,,TRUE,4.9,TRUE,Cross-referenced Multiple AIs,7.3,52.95,TRUE,Highly Skeptical
ChatGPT-3.5,legal_advice,56.66,377,FALSE,FALSE,TRUE,Very Specific,18-24,PhD,Expert,Intermediate,Low,Low,TRUE,TRUE,7.9,TRUE,Asked Expert,38.2,41.83,FALSE,Skeptical
Llama,current_events,69.31,100,FALSE,FALSE,TRUE,Vague,55-64,High School,High,First Time,High,Low,,TRUE,7,FALSE,,0,65.76,TRUE,Moderate Trust
ChatGPT-3.5,financial_advice,57.41,299,FALSE,FALSE,FALSE,Specific,35-44,Bachelors,Medium,Beginner,Critical,Medium,FALSE,TRUE,4.7,TRUE,Asked Expert,26.2,71.09,FALSE,Highly Skeptical
Claude,medical_advice,53.51,364,TRUE,FALSE,FALSE,Moderate,18-24,Professional,Medium,Beginner,High,None,,FALSE,7.6,TRUE,Cross-referenced Multiple AIs,6.6,65.19,TRUE,Skeptical
Claude,legal_advice,64.49,604,TRUE,TRUE,TRUE,Very Specific,35-44,Masters,Medium,Advanced,Low,High,,TRUE,8.6,TRUE,Asked Expert,29.1,64.06,FALSE,Moderate Trust
Claude,math_calculation,92.33,53,FALSE,FALSE,FALSE,Very Specific,18-24,Professional,High,First Time,Low,Low,TRUE,TRUE,10,TRUE,Academic Paper,23.3,100,TRUE,Moderate Trust
Gemini,general_knowledge,66.76,642,FALSE,FALSE,TRUE,Specific,25-34,Professional,Low,Advanced,Low,None,TRUE,FALSE,9.2,FALSE,,0,78.95,TRUE,Blind Trust
ChatGPT-3.5,opinion_based,43.08,552,TRUE,FALSE,FALSE,Vague,25-34,Masters,High,Intermediate,Medium,Medium,FALSE,TRUE,3.8,TRUE,Asked Expert,22.7,25.05,TRUE,Highly Skeptical
GPT-4,legal_advice,69.37,276,FALSE,TRUE,FALSE,Vague,25-34,Masters,Low,Intermediate,Medium,Medium,FALSE,TRUE,6.2,FALSE,,0,70.84,TRUE,Moderate Trust
Mistral,current_events,60.59,123,TRUE,FALSE,TRUE,Specific,25-34,Masters,Expert,Beginner,Critical,Medium,,TRUE,6.5,TRUE,Consulted Documentation,29.5,47.43,TRUE,Skeptical
GPT-4,current_events,59.4,324,FALSE,FALSE,TRUE,Specific,18-24,Bachelors,High,Expert,Low,None,,TRUE,6.4,FALSE,,0,49.86,TRUE,Moderate Trust
Claude,recipe_cooking,75.05,375,FALSE,FALSE,FALSE,Moderate,55-64,PhD,Medium,Beginner,High,Low,TRUE,TRUE,9.6,TRUE,Cross-referenced Multiple AIs,3.8,67.68,FALSE,Moderate Trust
Llama,medical_advice,64.95,585,FALSE,FALSE,FALSE,Vague,25-34,High School,Medium,Beginner,High,High,FALSE,TRUE,7.2,TRUE,Personal Testing,18.6,57.99,TRUE,Skeptical
ChatGPT-3.5,math_calculation,98,122,FALSE,TRUE,FALSE,Vague,45-54,Professional,Low,Advanced,Medium,None,,FALSE,10,TRUE,Personal Testing,20.3,86.65,TRUE,Moderate Trust
GPT-4,scientific_facts,73.42,217,TRUE,FALSE,FALSE,Vague,55-64,Bachelors,Medium,First Time,Medium,Medium,TRUE,FALSE,10,TRUE,Academic Paper,24.8,60.13,FALSE,Moderate Trust
Gemini,legal_advice,49.05,241,FALSE,TRUE,FALSE,Very Specific,35-44,Bachelors,High,Expert,Low,None,,FALSE,4.6,TRUE,Google Search,40.6,39.11,TRUE,Highly Skeptical
ChatGPT-3.5,scientific_facts,81.39,410,TRUE,TRUE,FALSE,Specific,18-24,Masters,Low,Intermediate,Medium,Low,,FALSE,9.1,FALSE,,0,79.82,TRUE,Blind Trust
Claude,financial_advice,51.91,403,TRUE,TRUE,TRUE,Vague,65+,High School,Medium,Advanced,Critical,High,FALSE,FALSE,3.5,FALSE,,0,43.51,TRUE,Skeptical
Llama,recipe_cooking,78.8,449,TRUE,FALSE,FALSE,Vague,65+,High School,Expert,Beginner,Low,Low,TRUE,FALSE,10,FALSE,,0,84.44,TRUE,Blind Trust
Mistral,factual_historical,74.35,699,FALSE,TRUE,TRUE,Moderate,18-24,High School,Medium,Expert,Medium,Low,FALSE,FALSE,6.3,TRUE,Asked Colleague,13.5,83.35,FALSE,Skeptical
Gemini,technical_coding,78.94,705,FALSE,TRUE,TRUE,Vague,18-24,High School,High,Advanced,Low,None,FALSE,FALSE,6.2,TRUE,Personal Testing,41.6,77.88,TRUE,Skeptical
Mistral,general_knowledge,79.53,683,FALSE,TRUE,FALSE,Specific,65+,PhD,High,Expert,High,High,FALSE,FALSE,5.9,TRUE,Personal Testing,44.6,66.35,TRUE,Skeptical
ChatGPT-3.5,general_knowledge,67.78,319,TRUE,TRUE,FALSE,Vague,18-24,Bachelors,High,Advanced,Critical,Low,FALSE,TRUE,5.6,TRUE,Asked Colleague,8.1,77.71,FALSE,Skeptical
ChatGPT-3.5,legal_advice,63.87,260,FALSE,TRUE,TRUE,Vague,45-54,PhD,High,Beginner,Medium,Medium,,FALSE,6.8,TRUE,Asked Expert,13.7,69.94,TRUE,Skeptical
Claude,opinion_based,44.94,728,FALSE,TRUE,TRUE,Vague,45-54,Professional,Expert,Beginner,High,Low,TRUE,FALSE,6,TRUE,Asked Colleague,25,33.2,FALSE,Skeptical
Gemini,math_calculation,94.09,661,TRUE,TRUE,FALSE,Specific,35-44,Masters,Medium,Beginner,Low,High,TRUE,TRUE,10,FALSE,,0,95.33,TRUE,Blind Trust
Llama,financial_advice,62.6,384,TRUE,FALSE,FALSE,Vague,65+,Masters,Expert,Advanced,High,High,TRUE,FALSE,8.4,FALSE,,0,68.18,TRUE,Blind Trust
Claude,technical_coding,77.38,166,TRUE,TRUE,FALSE,Specific,35-44,High School,Medium,Advanced,High,None,TRUE,TRUE,10,TRUE,Cross-referenced Multiple AIs,23.3,92.14,TRUE,Moderate Trust
ChatGPT-3.5,math_calculation,98.61,71,FALSE,TRUE,FALSE,Very Specific,25-34,High School,Low,Expert,High,None,FALSE,FALSE,8.6,TRUE,Asked Expert,43.3,100,TRUE,Moderate Trust
Llama,opinion_based,55.61,123,TRUE,TRUE,FALSE,Vague,25-34,PhD,Expert,Intermediate,High,Medium,FALSE,TRUE,5,TRUE,Personal Testing,44,57.1,TRUE,Skeptical
